@relation '4CRE-V2-CE-ML: -C 4'

@attribute class0 {0, 1}
@attribute class1 {0, 1}
@attribute class2 {0, 1}
@attribute class3 {0, 1}
@attribute att0 numeric
@attribute att1 numeric

@data
0,0,1,0,2.2078,-0.24912
0,0,1,0,0.95882,0.13409
0,0,0,1,-1.4346,-2.687
0,0,0,1,-2.4724,-2.3611
0,0,0,1,-0.51318,-2.0503
0,0,0,1,-0.31967,-2.5517
0,0,1,0,2.3477,-0.50359
0,0,0,1,-1.2771,-1.1975
0,0,1,1,-0.092994,-0.34642
0,0,1,0,1.6406,-2.1162
0,0,1,1,0.99354,-1.8811
0,0,0,1,-1.1365,-1.9299
0,0,0,1,-1.0965,-2.0949
0,0,1,0,1.4104,-1.7734
0,0,1,0,2.0504,-1.4667
0,0,0,1,-1.6847,-3.478
0,0,1,1,0.24986,-1.2196
0,0,0,1,-1.9811,-2.4559
0,0,0,1,-1.057,-0.34505
0,0,0,1,-1.661,-0.81186
0,0,1,0,2.2282,-1.1658
0,0,1,0,1.6975,-1.8708
0,0,1,1,0.033779,-0.82456
0,0,1,0,2.0106,-0.10948
0,0,1,0,0.71996,0.53179
0,0,0,1,-0.7211,-1.2618
0,0,1,0,1.5467,-0.55476
0,0,1,0,1.0588,0.56141
0,0,1,0,2.3084,-1.1116
0,0,1,1,-0.0066068,-0.67782
0,0,0,1,-0.61591,-2.529
0,0,1,0,1.9847,-0.11983
0,0,0,1,-1.8572,-0.86811
0,0,1,0,1.7003,0.72356
0,0,0,1,-0.85923,-1.7545
0,0,0,1,-0.18058,-2.5221
0,0,1,0,1.1235,0.04372
0,0,0,1,-1.2185,-0.96641
0,0,0,1,-1.2363,-1.8206
0,0,1,1,0.79327,-1.4031
0,0,0,1,-0.35653,-1.2737
0,0,1,0,1.1649,-2.4443
0,0,0,1,-0.68727,-2.3494
0,0,1,0,2.2126,-0.59583
0,0,1,0,1.4282,0.58601
0,0,1,0,2.1478,1.3957
0,0,1,0,1.4903,-0.91116
0,0,0,1,-0.46199,-1.4996
0,0,1,0,2.1358,-2.3443
0,0,1,1,0.086978,-1.8034
0,0,0,1,-1.6884,-2.1998
0,0,1,0,1.9096,-0.6286
0,0,1,0,1.9842,-1.5986
0,0,0,1,-0.3129,-3.1446
0,0,0,1,-1.3292,-1.5364
0,0,0,1,-0.26191,-1.6454
0,0,1,0,1.2765,-1.7597
0,0,1,0,2.3129,-0.58662
0,0,1,0,1.9758,-2.4235
0,0,1,0,2.1116,-0.0069437
0,0,1,0,1.7191,-2.1831
0,0,0,1,-1.05,-1.1656
0,0,1,1,0.9128,-2.0969
0,0,0,1,-0.089786,-3.4699
0,0,0,1,-0.47091,-2.8168
0,0,0,1,-0.40203,-2.1543
0,0,1,1,0.099749,-0.22461
0,0,0,1,-1.9667,-1.3595
0,0,0,1,-1.7499,-2.6608
0,0,1,1,0.20379,-1.7652
0,0,0,1,-1.8092,-1.6748
0,0,1,0,2.4324,-1.9181
0,0,1,1,0.19623,-1.6489
0,0,1,1,0.077035,-1.4781
0,0,1,0,1.4138,1.049
0,0,0,1,-1.1467,-3.12
0,0,0,1,-0.95663,-2.042
0,0,1,0,1.7295,-2.3928
0,0,0,1,-2.0562,-1.2239
0,0,1,0,2.3465,-0.17816
0,0,0,1,-0.80713,-0.13551
0,0,1,0,2.5374,-1.3105
0,0,1,0,1.8452,-0.056644
0,0,1,0,2.8069,-1.7363
0,0,0,1,-1.6426,-0.49945
0,0,0,1,0.2764,-3.2207
0,0,0,1,-0.42528,-1.0905
0,0,0,1,-0.87271,-1.8309
0,0,1,1,1.0193,-1.84
0,0,1,1,0.50676,-1.5959
0,0,1,0,2.6203,-0.062814
0,0,0,1,-0.74965,-2.5514
0,0,1,0,2.9011,-1.0261
0,0,1,1,0.3705,-1.9506
0,0,0,1,-2.0784,-0.97368
0,0,0,1,-1.988,-2.4624
0,0,0,1,-0.9682,-1.1344
0,0,1,0,2.6224,-1.1243
0,0,1,1,1.1379,-1.8412
0,0,0,1,0.3827,-2.7396
0,0,0,1,-0.64552,-1.2505
0,0,0,1,-1.4395,-1.9644
0,0,1,0,1.2728,-2.4844
0,0,0,1,-1.5094,-1.2966
0,0,1,0,2.7382,-2.2172
0,0,0,1,-2.0735,-1.561
0,0,0,1,-0.63305,-0.91415
0,0,0,1,-1.845E-4,-2.5067
0,0,0,1,-1.1724,-0.69693
0,0,0,1,-0.1075,-2.2571
0,0,1,0,1.5821,0.35664
0,0,1,0,2.0773,-0.57864
0,0,1,0,3.1136,0.37203
0,0,1,0,1.3658,-1.9692
0,0,0,1,-0.52353,-3.0572
0,0,0,1,-1.6479,-1.8667
0,0,1,0,1.506,-2.8115
0,0,1,1,0.85828,-2.4477
0,0,1,0,2.6548,-1.7793
0,0,1,0,1.7922,-0.9574
0,0,1,0,3.1774,0.92463
0,0,0,1,-1.4181,-1.2336
0,0,0,1,-0.59337,-2.3898
0,0,0,1,-0.0073911,0.41744
0,0,0,1,-1.0471,-1.9593
0,0,0,1,-0.4139,-2.4634
0,0,1,0,1.3342,-0.31328
0,0,1,1,0.27765,-1.8401
0,0,0,1,-0.54731,-0.0076501
0,0,0,1,-1.6102,-0.77132
0,0,1,1,0.37301,-1.5966
0,0,1,0,0.40176,0.32137
0,0,0,1,-0.90591,-1.4098
0,0,1,0,2.2011,0.86226
0,0,0,1,-0.13972,-1.9879
0,0,1,0,1.1294,-0.7236
0,0,1,0,1.1595,-2.3234
0,0,0,1,-0.9781,-0.85074
0,0,1,0,1.5881,-1.8582
0,0,0,1,-1.3291,-1.9402
0,0,0,1,-2.0042,-2.2304
0,0,0,1,-0.33883,-1.1138
0,0,1,0,1.8784,0.49736
0,0,1,0,1.3337,-1.8655
0,0,1,0,1.2948,-0.78634
0,0,1,0,1.4489,-1.2759
0,0,0,1,-0.89501,-1.6075
0,0,1,0,1.7734,-2.0217
0,0,1,0,0.95208,-0.41021
0,0,0,1,-0.65858,-2.9842
0,0,1,0,0.63846,-0.24842
0,0,1,0,1.0922,-0.63844
0,0,0,1,-0.3085,-2.0666
0,0,1,0,2.2257,-1.901
0,0,0,1,-0.63871,-0.58947
0,0,0,1,-0.51934,-1.0101
0,0,0,1,-1.2612,0.21265
0,0,1,0,1.1745,-1.0216
0,0,0,1,-0.90149,-0.96543
0,0,1,0,1.3075,-0.68555
0,0,0,1,-1.213,-1.404
0,0,1,0,1.8725,-0.84877
0,0,0,1,-1.5015,-2.9359
0,0,1,0,1.2422,-1.7064
0,0,0,1,-1.8457,-1.8216
0,0,1,0,1.8104,-1.1676
0,0,0,1,0.08158,-3.2471
0,0,1,0,1.3277,-1.01
0,0,1,0,2.6208,-0.28439
0,0,0,1,0.10557,-2.2146
0,0,0,1,-0.66747,-0.40426
0,0,0,1,-0.47313,-0.84053
0,0,0,1,-1.7066,-1.7669
0,0,1,0,1.6331,-1.6478
0,0,0,1,-1.6001,-2.5646
0,0,1,1,-0.039327,-1.5998
0,0,1,0,2.5567,-0.92421
0,0,1,0,2.0579,-1.7168
0,0,1,0,1.6779,-0.76393
0,0,0,1,-2.031,-1.0242
0,0,1,0,1.2303,1.0504
0,0,1,1,0.35944,-0.93971
0,0,1,0,1.4637,0.023295
0,0,1,0,1.1604,1.1248
0,0,0,1,-1.1726,-2.0525
0,0,1,0,2.3873,-1.4592
0,0,0,1,-0.76069,-1.4944
0,0,1,0,2.7968,0.48538
0,0,1,0,2.2185,-1.4777
0,0,0,1,-0.94295,-1.9272
0,0,1,0,1.826,-1.9655
0,0,1,0,0.99739,0.71434
0,0,1,0,1.6455,-1.2844
0,0,1,0,2.7313,0.79164
0,0,0,1,-0.8684,-3.0853
0,0,1,0,2.5499,-1.5653
0,0,1,0,1.7194,-3.0146
0,0,1,1,0.88722,-2.0655
0,0,1,0,1.3668,0.20633
0,0,0,1,-1.392,-3.3032
0,0,1,0,2.1035,-2.5783
0,0,0,1,-1.1493,-2.7409
0,0,0,1,-0.89533,-0.91957
0,0,1,1,0.44394,-1.6071
0,0,1,0,1.9927,-2.1823
0,0,0,1,-0.49992,-2.4358
0,0,1,0,1.6311,-0.5178
0,0,0,1,-0.83204,-1.7109
0,0,0,1,-0.81618,-1.5285
0,0,1,0,0.86829,-0.064338
0,0,1,0,1.0336,-0.67297
0,0,1,0,1.7889,-1.1604
0,0,1,0,1.0207,-0.87279
0,0,0,1,-1.4363,-1.6032
0,0,1,0,1.6593,-1.0637
0,0,0,1,-0.071613,-3.507
0,0,1,1,0.47018,-1.4751
0,0,0,1,-1.3876,-2.3756
0,0,1,0,1.9143,-1.059
0,0,1,0,0.53608,-0.26082
0,0,0,1,0.20853,-2.9527
0,0,1,1,1.1864,-1.8641
0,0,0,1,-0.69243,-2.7947
0,0,1,0,1.2355,-1.3689
0,0,1,0,1.6571,-2.1879
0,0,1,0,2.1124,-1.3464
0,0,0,1,0.027624,-2.4242
0,0,0,1,-0.23332,-1.7476
0,0,0,1,-0.41957,-1.0927
0,0,1,0,1.5971,-0.76742
0,0,1,0,1.802,-0.64618
0,0,0,1,-0.64739,-1.5295
0,0,1,0,1.9198,-0.85033
0,0,0,1,-0.67218,-0.67975
0,0,1,0,1.5396,0.40149
0,0,0,1,-0.27806,-2.9507
0,0,1,0,2.6275,-1.0062
0,0,0,1,-0.16121,-1.643
0,0,1,0,0.37891,0.016389
0,0,0,1,-1.8928,-2.1809
0,0,1,0,1.0862,0.79627
0,0,1,0,1.2911,-0.60202
0,0,0,1,-1.6134,-2.0891
0,0,1,1,0.28357,-1.4195
0,0,1,0,1.7031,-0.61267
0,0,0,1,-1.3243,-0.79094
0,0,1,0,2.0858,-1.1784
0,0,0,1,0.29045,-3.1338
0,0,1,0,1.4241,0.95723
0,0,0,1,-0.60583,-2.3969
0,0,1,0,2.2411,1.2685
0,0,0,1,-0.90355,-2.346
0,0,1,0,2.1879,-1.5844
0,0,0,1,-1.2173,-2.9896
0,0,0,1,-1.4738,-2.0361
0,0,1,0,1.6211,-0.58018
0,0,1,0,2.4659,0.46467
0,0,1,0,1.7111,-0.026334
0,0,0,1,-0.37025,0.11166
0,0,1,0,1.3655,1.8012
0,0,1,0,3.7175,-1.7265
0,0,0,1,-3.6491,-2.4135
0,0,0,1,-0.79875,-1.4636
0,0,1,1,0.27942,-0.60498
0,0,1,0,1.6419,-1.5465
0,0,0,1,-2.3084,-2.1942
0,0,1,0,1.9571,-2.8733
0,0,0,1,-0.10813,0.30911
0,0,1,0,2.475,-3.1255
0,0,1,0,0.70127,-0.19042
0,0,0,1,-1.3046,-1.3116
0,0,1,0,1.8239,-0.37867
0,0,1,0,1.9003,-1.8373
0,0,0,1,-0.37134,-0.4924
0,0,1,0,0.98625,0.14309
0,0,0,1,-0.42768,-2.4714
0,0,0,1,-0.67337,-2.6917
0,0,1,1,-0.027786,-0.76601
0,0,1,0,1.3422,0.85957
0,0,0,1,-1.1711,-1.5877
0,0,0,1,-0.12894,-2.5361
0,0,1,0,1.6849,-1.1848
0,0,0,1,-0.28038,-1.7689
0,0,1,0,2.1867,-1.7633
0,0,0,1,-0.94092,-1.0864
0,0,0,1,-0.16292,-1.7437
0,0,0,1,-1.8701,-1.7165
0,0,0,1,-0.35998,-1.6479
0,0,0,1,-1.4663,-0.11512
0,0,1,0,2.4657,-0.59705
0,0,0,1,-1.8204,-1.972
0,0,1,0,1.5575,0.80387
0,0,0,1,-0.9969,-1.6474
0,0,0,1,-0.8076,-3.0454
0,0,1,0,1.6544,-1.7974
0,0,1,0,1.9792,-1.6203
0,0,1,0,2.087,-0.26821
0,0,1,0,1.6837,-2.088
0,0,1,0,1.3129,-1.1544
0,0,0,1,-1.3625,-1.7725
0,0,0,1,-1.4067,-0.75965
0,0,0,1,-1.4571,-2.3849
0,0,1,0,1.2349,-3.3415
0,0,1,0,1.5525,-2.3045
0,0,0,1,-0.72668,-1.1726
0,0,0,1,-1.6563,-0.69882
0,0,0,1,-1.2125,-1.3181
0,0,1,0,0.96029,-1.0995
0,0,0,1,-0.90867,-0.37314
0,0,1,1,0.58033,-1.9213
0,0,1,1,0.18296,-0.30219
0,0,1,0,1.6097,-1.8475
0,0,1,0,2.8443,-1.7461
0,0,1,0,1.3603,0.10248
0,0,0,1,-1.5718,-1.8085
0,0,1,1,-0.23487,-1.3053
0,0,1,0,2.1336,-2.7116
0,0,1,0,1.7353,-1.4017
0,0,1,1,0.54211,-1.0367
0,0,1,1,-0.25283,-0.95328
0,0,1,0,2.5489,-1.1492
0,0,0,1,-1.8275,-1.6651
0,0,0,1,-1.565,-2.0324
0,0,0,1,-0.59825,-1.8102
0,0,1,1,0.078336,-1.5186
0,0,0,1,-1.5617,-0.76437
0,0,0,1,-2.6985,-1.1296
0,0,0,1,-1.5702,-1.026
0,0,1,0,2.0605,-1.269
0,0,1,0,2.4232,-0.01096
0,0,0,1,-1.5958,-1.4792
0,0,1,1,-0.54464,-0.96567
0,0,1,0,1.0075,-1.3942
0,0,1,0,1.9245,-0.7148
0,0,1,0,1.7761,-0.094181
0,0,1,0,1.0311,-0.39655
0,0,1,0,1.5157,-1.828
0,0,0,1,-1.8324,-0.65584
0,0,1,0,1.1862,-1.3768
0,0,0,1,-0.91332,-2.924
0,0,1,1,-0.29975,-1.699
0,0,1,0,1.8479,-0.49429
0,0,1,0,1.8416,-0.4553
0,0,0,1,-1.2613,-0.078067
0,0,1,0,0.84432,-1.7645
0,0,1,0,0.63891,-0.48311
0,0,1,0,1.6231,-1.5658
0,0,0,1,-0.86322,-2.1329
0,0,0,1,-1.4234,-1.1346
0,0,1,0,1.2161,-0.96413
0,0,1,1,-0.17882,0.050219
0,0,0,1,-0.94911,-2.4509
0,0,0,1,-1.4898,-1.1765
0,0,0,1,-1.4289,-0.17612
0,0,1,0,3.1447,-1.1496
0,0,1,0,1.3257,0.57802
0,0,0,1,-0.48344,-0.11042
0,0,0,1,-1.74,-0.35694
0,0,0,1,-0.63638,-2.4053
0,0,0,1,-0.84425,-1.4653
0,0,1,1,0.29745,-2.6428
0,0,1,0,1.6251,-2.3604
0,0,0,1,-1.1259,-0.9021
0,0,1,0,1.7513,-1.077
0,0,0,1,-0.90421,-0.75194
0,0,1,0,1.3031,-2.4297
0,0,1,0,0.80981,-0.66466
0,0,1,1,-0.087059,-0.74717
0,0,1,1,0.54165,-2.2084
0,0,1,0,2.053,-1.7767
0,0,0,1,-1.4239,-0.46338
0,0,1,1,0.10938,-1.4878
0,0,1,0,1.6874,-1.3364
0,0,1,1,-0.22171,-0.99031
0,0,1,0,3.3622,-0.99055
0,0,0,1,-3.0331,-1.6601
0,0,1,1,-0.60768,-1.4096
0,0,0,1,-1.8079,-0.9778
0,0,1,0,2.2133,-1.2716
0,0,1,1,0.25963,-0.10087
0,0,1,1,0.45175,-2.2471
0,0,0,1,-1.1509,-1.8103
0,0,1,0,0.68258,-0.27257
0,0,1,1,-0.25748,-0.46983
0,0,0,1,-2.7768,-2.608
0,0,1,0,1.4901,-1.943
0,0,1,1,-0.09012,-1.4409
0,0,1,1,-0.28169,-2.1699
0,0,1,0,1.5797,-0.84962
0,0,1,0,1.7665,0.26996
0,0,0,1,-2.0114,-0.73816
0,0,1,0,1.526,-0.24095
0,0,1,0,1.9505,-0.1032
0,0,1,0,1.5645,-0.97733
0,0,1,1,-0.11739,-0.84076
0,0,1,0,1.6761,0.30969
0,0,1,0,0.86298,-0.50073
0,0,1,0,1.698,-2.8568
0,0,0,1,-0.77415,-3.1625
0,0,0,1,-1.1497,-4.0494
0,0,1,1,-0.43111,-0.54106
0,0,1,1,0.028347,-0.58784
0,0,0,1,-1.993,-1.1742
0,0,1,1,-0.62475,-0.87535
0,0,1,1,0.27383,-1.9071
0,0,1,1,-0.59533,-1.4585
0,0,1,0,1.2228,-2.4249
0,0,0,1,-0.28846,-2.6222
0,0,1,1,0.6274,-1.196
0,0,1,0,1.2984,0.11697
0,0,1,0,1.3603,-0.27733
0,0,1,0,1.7577,-0.98129
0,0,0,1,-1.6777,-1.9698
0,0,1,1,0.28742,-1.6759
0,0,1,1,-0.24658,-0.4494
0,0,1,1,-0.63128,-0.9602
0,0,1,0,2.2093,-1.2375
0,0,0,1,-1.1311,-0.93902
0,0,0,1,-0.64705,-2.7464
0,0,1,0,0.50354,0.27601
0,0,0,1,-0.58961,-2.1284
0,0,1,0,1.2022,-2.4846
0,0,1,0,1.2166,-0.94273
0,0,1,0,1.4687,0.16289
0,0,0,1,-1.6601,-1.0578
0,0,0,1,-1.8621,-0.76563
0,0,1,0,1.5493,0.028056
0,0,1,0,2.1484,-1.8043
0,0,0,1,-1.5212,-2.265
0,0,0,1,-1.7619,-1.4331
0,0,0,1,-0.80188,-1.6743
0,0,0,1,-1.4621,-0.39827
0,0,0,1,-0.77889,-2.7412
0,0,1,1,0.19495,-0.196
0,0,1,0,1.0808,-2.2144
0,0,1,0,2.451,1.1147
0,0,0,1,-0.60778,-0.62023
0,0,1,0,1.4371,0.6443
0,0,0,1,-2.2641,-2.1899
0,0,1,0,1.1823,-1.6853
0,0,1,0,0.87223,-0.52159
0,0,1,0,0.74658,0.15186
0,0,0,1,-0.96398,-1.4081
0,0,1,0,2.3646,-0.27827
0,0,1,0,2.1828,-0.29348
0,0,1,0,1.6315,-2.434
0,0,0,1,-1.7476,-1.0609
0,0,1,0,2.5714,-0.49713
0,0,1,1,-0.015209,-0.97719
0,0,1,0,1.7678,-0.49625
0,0,1,1,0.42223,-1.028
0,0,1,0,1.707,-2.4568
0,0,0,1,-0.96927,-0.57819
0,0,0,1,-1.1703,-1.8011
0,0,1,0,1.4559,-0.54801
0,0,0,1,-1.4278,-1.3632
0,0,0,1,-1.3766,-1.424
0,0,0,1,-0.88812,-1.235
0,0,0,1,-2.2067,-1.3592
0,0,1,0,1.5935,-1.0847
0,0,1,0,2.9456,-2.497
0,0,1,0,2.2982,-0.47179
0,0,1,1,-0.51798,-1.3605
0,0,1,0,2.3281,-0.87364
0,0,0,1,-2.0639,-1.1774
0,0,1,0,2.067,-0.59828
0,0,1,0,1.8853,-0.17549
0,0,0,1,-1.1308,-1.2551
0,0,0,1,-1.2101,-2.0072
0,0,1,0,2.0941,-1.0216
0,0,1,1,0.59547,-0.91137
0,0,0,1,-0.95352,-1.5003
0,0,1,0,1.6771,-2.3613
0,0,1,0,2.1161,-1.5703
0,0,1,1,-0.44667,-0.74843
0,0,0,1,-1.7428,-1.2386
0,0,1,1,-0.10112,-0.58476
0,0,1,1,0.6359,-1.0998
0,0,0,1,-1.6653,-1.7694
0,0,0,1,-0.94597,-2.0892
0,0,1,1,0.032417,-0.86231
0,0,1,0,1.896,-2.228
0,0,1,0,0.90201,-0.83694
0,0,0,1,-2.009,-1.2359
0,0,1,0,0.63636,-2.2031
0,0,1,0,1.6748,-1.7386
0,0,0,1,-0.55414,-3.2005
0,0,1,0,1.7627,-2.3387
0,0,1,0,1.1253,0.14304
0,0,0,1,-1.7517,-2.5678
0,0,0,1,-1.1237,-1.9784
0,0,0,1,-1.2565,-0.86855
0,0,1,0,1.323,0.54626
0,0,0,1,-1.4229,-0.49879
0,0,0,1,-1.1102,-0.10791
0,0,1,0,0.72214,-2.5297
0,0,0,1,-1.937,-0.64961
0,0,0,1,-1.3784,-2.1308
0,0,1,0,2.3033,-1.2943
0,0,1,1,-0.31685,-2.0964
0,0,1,1,-0.0047204,-0.97791
0,0,0,1,-1.3523,-2.8732
0,0,1,0,1.774,-1.7157
0,0,1,1,0.61068,-1.2806
0,0,1,0,1.5732,0.45115
0,0,0,1,-1.0148,-1.9957
0,0,0,1,-0.75091,-0.043784
0,0,0,1,-1.3235,-0.59298
0,0,0,1,-2.732,-1.4615
0,0,0,1,-1.4151,-0.43996
0,0,1,0,1.1022,-0.91821
0,0,1,0,2.2783,-2.3749
0,0,1,0,1.5353,-1.6022
0,0,1,0,2.8663,-0.94408
0,0,1,0,1.0801,-1.5309
0,0,1,0,1.2381,0.021589
0,0,0,1,-1.1305,-1.2501
0,0,1,0,1.3026,-1.3099
0,0,1,1,0.68366,-1.6403
0,0,1,1,0.22322,-1.428
0,0,0,1,-1.439,-0.83769
0,0,1,0,0.9984,-1.8832
0,0,0,1,-2.6409,0.11415
0,0,1,1,-0.47906,-0.94717
0,0,0,1,-1.6056,-1.8622
0,0,1,1,0.31654,-2.518
0,0,0,1,-0.72546,-0.32931
0,0,1,0,1.6022,0.69804
0,0,0,1,-0.73517,-0.35081
0,0,1,0,2.5578,-2.9083
0,0,1,1,0.60348,-0.58544
0,0,1,0,2.1647,-1.3724
0,0,0,1,-0.84812,-1.6249
0,0,1,0,1.1938,-0.18638
0,0,0,1,-2.0342,-0.4749
0,0,1,0,2.412,-3.194
0,0,1,0,1.6819,-0.68734
0,0,1,0,1.1223,-2.4025
0,0,0,1,-0.96422,-1.7647
0,0,1,0,2.1049,-1.5731
0,0,1,0,1.9878,-2.4004
0,0,1,1,-0.30448,-0.54121
0,0,1,0,2.595,-1.6233
0,0,1,1,0.0098548,-2.2728
0,0,0,1,-1.1664,-1.3306
0,0,0,1,-2.4728,-3.0823
0,0,0,1,-1.6699,-1.1396
0,0,1,0,1.999,-1.8114
0,0,1,0,1.9379,-2.8609
0,0,1,0,1.2915,-0.92734
0,0,1,0,2.0119,-1.5579
0,0,1,0,1.5622,0.72242
0,0,1,0,1.3268,-1.3615
0,0,1,0,1.247,-0.68294
0,0,0,1,-0.79977,-1.257
0,0,0,1,-1.2575,-2.528
0,0,0,1,-1.5423,-1.3715
0,0,1,0,1.4146,-0.20013
0,0,1,0,2.4916,-1.0045
0,0,1,1,0.31516,-1.5202
0,0,1,0,1.3608,-0.70956
0,0,1,0,1.8851,-0.97702
0,0,0,1,-2.3949,-1.0044
0,0,1,0,2.1206,-0.83912
0,0,1,1,0.17398,-0.034107
0,0,1,1,0.55248,-0.73197
0,0,1,0,0.65219,-0.099099
0,0,0,1,-0.98001,-0.38557
0,0,1,0,1.2824,0.03899
0,0,0,1,-1.6311,-2.1163
0,0,1,1,0.014377,-1.6562
0,0,0,1,-1.6558,-1.1258
0,0,1,0,0.81027,-2.4969
0,0,1,1,-0.50588,-1.5594
0,0,1,1,0.34604,-1.3795
0,0,0,1,-0.5813,-1.7563
0,0,0,1,-1.0404,-0.81647
0,0,1,1,0.49995,-0.55371
0,0,1,0,1.8295,0.15119
0,0,0,1,-0.72502,-1.9831
0,0,1,0,3.0165,0.99997
0,0,1,0,2.0637,-0.69567
0,0,1,0,1.3644,-1.2949
0,0,0,1,-1.0709,-1.7762
0,0,0,1,-0.6785,-2.2021
0,0,1,0,1.4931,-0.90679
0,0,0,1,-1.5143,-0.45345
0,0,0,1,-1.3913,-0.73436
0,0,0,1,-1.7514,-1.5454
0,0,1,1,0.69924,-1.8739
0,0,1,1,0.1525,-0.19274
0,0,1,1,-0.47956,-0.94161
0,0,1,0,3.2689,-2.3629
0,0,1,1,-0.61316,-0.92534
0,0,1,0,1.5748,-1.9947
0,0,0,1,-0.79486,-0.5951
0,0,0,1,-0.56941,-0.34961
0,0,1,0,0.97545,-1.7838
0,0,1,1,0.033006,-0.48619
0,0,0,1,-0.14872,0.32244
0,0,1,0,1.5371,-0.88777
0,0,0,1,-1.0576,-2.6052
0,0,1,1,0.11445,-0.15861
0,0,1,1,0.47385,-0.92088
0,0,1,1,-0.51179,-1.6909
0,0,1,1,0.12537,-0.95439
0,0,1,1,-0.31784,-2.225
0,0,0,1,-1.8848,-1.3929
0,0,1,0,1.7854,-1.6448
0,0,0,1,-0.84542,-1.9078
0,0,1,0,0.84255,-0.11667
0,0,1,0,0.79002,-1.9002
0,0,1,1,0.51498,-0.30882
0,0,0,1,-2.5971,-1.8453
0,0,1,0,0.7459,0.061385
0,0,1,0,1.8065,-0.64681
0,0,1,0,2.9655,0.12217
0,0,0,1,-0.90711,-0.52074
0,0,1,0,3.111,-0.67524
0,0,1,0,1.484,-1.308
0,0,0,1,-1.4943,-0.44734
0,0,0,1,-2.0533,-0.92753
0,0,1,0,1.4087,-2.0195
0,0,1,0,0.81211,-2.6139
0,0,0,1,-1.4324,-2.1957
0,0,1,0,1.724,-2.4912
0,0,0,1,-0.18404,-2.6864
0,0,0,1,-1.853,-1.3088
0,0,1,1,0.062537,-1.8955
0,0,1,0,0.94011,-0.32633
0,0,1,0,1.5071,-0.92086
0,0,1,0,2.3845,-0.8357
0,0,1,0,1.1852,-1.1934
0,0,1,0,1.3812,-2.4678
0,0,1,0,0.81914,-0.013466
0,0,0,1,-0.4865,-2.901
0,0,0,1,-0.44951,-2.5605
0,0,0,1,-1.3335,-1.0016
0,0,0,1,-1.5195,-2.2118
0,0,0,1,-1.407,-1.1779
0,0,1,0,2.9504,-2.02
0,0,1,0,0.90183,-1.5994
0,0,0,1,-1.7947,-1.8685
0,0,0,1,-1.4579,-2.5498
0,0,1,1,0.74194,-1.5103
0,0,0,1,-1.5313,-2.1122
0,0,0,1,-2.6225,-2.9277
0,0,1,0,1.2014,-1.9435
0,0,0,1,-1.5376,-0.63826
0,0,0,1,-0.79229,-2.0924
0,0,1,0,2.756,-0.38421
0,0,1,0,1.2469,-1.7527
0,0,1,0,2.4693,-0.8448
0,0,1,0,2.5768,-1.255
0,0,1,0,2.4708,0.3757
0,0,0,1,-2.3798,-2.2196
0,0,0,1,-1.0051,-2.7375
0,0,1,1,-0.454,-1.7402
0,0,1,1,-0.17566,-0.61442
0,0,0,1,-0.87002,-2.305
0,0,1,0,1.1153,-1.6291
0,0,1,0,1.9009,-1.0843
0,0,0,1,-0.93733,-1.4206
0,0,0,1,-1.1659,-1.1788
0,0,0,1,-0.87631,-2.9927
0,0,0,1,-0.97898,-0.95471
0,0,0,1,-1.575,-1.491
0,0,0,1,-1.5911,-1.3506
0,0,1,0,2.3593,-2.9538
0,0,1,0,0.65364,-0.18084
0,0,0,1,-1.6086,-2.8302
0,0,0,1,-2.6176,-3.0123
0,0,0,1,-1.3755,-0.70785
0,0,0,1,-0.80002,-0.52658
0,0,1,0,0.41498,-0.13918
0,0,1,0,1.0293,-0.3626
0,0,1,0,1.4441,-0.1056
0,0,0,1,-1.77,-2.2176
0,0,0,1,-1.4163,-2.2582
0,0,0,1,-1.0495,-1.8736
0,0,0,1,-1.655,-0.1133
0,0,1,1,0.034965,-1.341
0,0,0,1,-0.92226,-1.1268
0,0,1,0,2.1877,-0.97409
0,0,1,1,0.34154,-1.9037
0,0,1,0,1.0838,-0.29081
0,0,1,0,2.0515,-0.16437
0,0,1,0,1.6756,-2.4208
0,0,0,1,-1.1477,-1.2438
0,0,0,1,-1.9635,-1.6356
0,0,0,1,-0.90944,-1.138
0,0,1,1,0.56894,-1.1793
0,0,1,0,1.3808,-0.20374
0,0,0,1,-1.4815,-1.272
0,0,1,0,0.96504,0.06142
0,0,0,1,-2.2042,-2.1159
0,0,1,1,-0.044566,-0.024779
0,0,1,0,2.4705,1.2695
0,0,0,1,-0.85797,-1.1446
0,0,1,0,1.2979,-1.3832
0,0,1,0,1.4154,-2.1343
0,0,0,1,-0.73726,-1.28
0,0,0,1,-1.3073,-1.3186
0,0,0,1,-1.3725,-2.2718
0,0,0,1,-0.66122,-1.5124
0,0,1,0,1.7962,-2.204
0,0,0,1,-1.3414,-0.90106
0,0,1,0,2.5619,-2.6558
0,0,1,0,2.257,-0.3783
0,0,1,0,1.7954,-0.59279
0,0,1,1,-0.36905,-0.55881
0,0,0,1,-3.4951,-2.3141
0,0,0,1,-3.046,-1.0945
0,0,0,1,-0.51177,-2.5317
0,0,0,1,-2.6405,-2.8499
0,0,1,0,3.83,-1.5035
0,0,1,0,2.1645,-1.2052
0,0,1,0,2.1789,-1.5324
0,0,1,1,-0.31712,-1.4219
0,0,1,0,1.9589,-1.6275
0,0,0,1,-1.0824,-2.6511
